2020-01-11 13:45:46;2020-01-11 14:45:46;1800;Fél
2020-01-11 13:45:46;2020-01-11 14:45:46;900;Negyed
2020-01-11 13:45:46;2020-01-11 14:45:46;900;Negyed
2020-01-11 16:35:56;2020-01-11 17:05:56;1800;Játék
2020-01-11 17:05:56;2020-01-12 10:39:18;41713;Alvás
2020-01-11 17:05:56;2020-01-12 10:39:18;9480;Programozás
2020-01-11 17:05:56;2020-01-12 10:39:18;3160;Evés
2020-01-11 17:05:56;2020-01-12 10:39:18;6320;YouTube
2020-01-11 17:05:56;2020-01-12 10:39:18;2528;Egyéb
